No_of_Packet,Price_per_Packet,IDNo,Brand,Days_between_Purchase,Age,SEC,Income,Household_Sz,Price_Conscious,Education,Loyalty
1,3,3881,6,56,3,3,3,4,1,3,1
1,3,3881,5,77,3,3,3,4,1,3,2
1,1,3881,9,9,3,3,3,4,1,3,2
1,2,3881,6,17,3,3,3,4,1,3,2
1,3,3881,6,4,3,3,3,4,1,3,1
1,1,3881,6,161,3,3,3,4,1,3,1
1,3,3881,6,33,3,3,3,4,1,3,1
1,3,3881,1,75,3,3,3,4,1,3,2
1,2,3881,6,40,3,3,3,4,1,3,2
1,3,3881,6,36,3,3,3,4,1,3,1
1,2,3881,6,74,3,3,3,4,1,3,1
1,3,3881,6,2,3,3,3,4,1,3,1
1,2,3881,6,28,3,3,3,4,1,3,1
1,3,3881,6,19,3,3,3,4,1,3,1
1,2,3881,6,36,3,3,3,4,1,3,1
1,2,3881,5,10,3,3,3,4,1,3,2
1,3,3881,6,28,3,3,3,4,1,3,2
1,2,3881,5,19,3,3,3,4,1,3,2
1,3,3881,6,86,3,3,3,4,1,3,2
1,3,3881,6,65,3,3,3,4,1,3,1
1,2,3882,2,55,5,2,3,1,2,1,2
1,1,3882,9,10,5,2,3,1,2,1,2
1,2,3882,8,13,5,2,3,1,2,1,2
1,1,3882,8,19,5,2,3,1,2,1,1
1,1,3882,9,3,5,2,3,1,2,1,2
2,2,3882,6,91,5,2,3,1,2,1,2
1,2,3882,8,29,5,2,3,1,2,1,2
1,2,3882,2,92,5,2,3,1,2,1,2
1,1,3882,9,92,5,2,3,1,2,1,2
1,2,3882,2,9,5,2,3,1,2,1,2
1,2,3882,2,61,5,2,3,1,2,1,1
1,2,3882,9,27,5,2,3,1,2,1,2
1,2,3882,9,8,5,2,3,1,2,1,1
1,2,3882,9,48,5,2,3,1,2,1,1
1,2,3882,6,8,5,2,3,1,2,1,2
1,2,3882,9,7,5,2,3,1,2,1,2
1,2,3882,9,19,5,2,3,1,2,1,1
1,2,3882,8,19,5,2,3,1,2,1,2
1,2,3882,8,11,5,2,3,1,2,1,1
1,2,3882,2,34,5,2,3,1,2,1,2
1,1,3882,4,34,5,2,3,1,2,1,2
1,1,3882,4,13,5,2,3,1,2,1,1
1,2,3882,8,6,5,2,3,1,2,1,2
1,2,3882,6,65,5,2,3,1,2,1,2
1,2,3882,2,5,5,2,3,1,2,1,2
1,1,3882,9,35,5,2,3,1,2,1,2
1,2,3882,6,35,5,2,3,1,2,1,2
1,2,3882,6,3,5,2,3,1,2,1,1
2,1,3882,9,92,5,2,3,1,2,1,2
1,1,3882,9,22,5,2,3,1,2,1,1
1,1,3882,6,7,5,2,3,1,2,1,2
1,1,3882,9,6,5,2,3,1,2,1,2
1,3,3882,8,27,5,2,3,1,2,1,2
1,2,3882,9,18,5,2,3,1,2,1,2
1,1,3882,2,4,5,2,3,1,2,1,2
1,1,3882,9,48,5,2,3,1,2,1,2
1,1,3882,9,17,5,2,3,1,2,1,1
1,1,3882,9,5,5,2,3,1,2,1,1
1,1,3882,9,42,5,2,3,1,2,1,1
1,1,3882,3,8,5,2,3,1,2,1,2
1,1,3882,9,8,5,2,3,1,2,1,2
1,1,3882,9,5,5,2,3,1,2,1,1
1,1,3882,9,6,5,2,3,1,2,1,1
2,1,3882,2,9,5,2,3,1,2,1,2
1,1,3882,4,23,5,2,3,1,2,1,2
1,1,3882,9,20,5,2,3,1,2,1,2
1,1,3882,2,11,5,2,3,1,2,1,2
1,2,3884,3,15,5,3,2,2,4,2,1
1,1,3884,8,12,5,3,2,2,4,2,2
1,2,3884,3,5,5,3,2,2,4,2,2
1,2,3884,3,22,5,3,2,2,4,2,1
1,2,3884,6,26,5,3,2,2,4,2,2
1,2,3884,3,5,5,3,2,2,4,2,2
1,2,3884,8,26,5,3,2,2,4,2,2
1,2,3884,3,32,5,3,2,2,4,2,2
1,2,3884,3,96,5,3,2,2,4,2,1
1,2,3884,3,34,5,3,2,2,4,2,1
1,2,3884,3,4,5,3,2,2,4,2,1
1,1,3884,8,18,5,3,2,2,4,2,2
1,2,3884,3,6,5,3,2,2,4,2,2
2,1,3884,4,13,5,3,2,2,4,2,2
1,1,3884,8,13,5,3,2,2,4,2,2
1,3,3884,8,7,5,3,2,2,4,2,1
1,1,3884,8,1,5,3,2,2,4,2,1
1,2,3884,3,5,5,3,2,2,4,2,2
1,2,3884,4,10,5,3,2,2,4,2,2
1,2,3884,3,26,5,3,2,2,4,2,2
1,2,3884,3,6,5,3,2,2,4,2,1
1,3,3884,8,16,5,3,2,2,4,2,2
1,2,3884,3,27,5,3,2,2,4,2,2
1,2,3884,3,15,5,3,2,2,4,2,1
1,2,3884,3,15,5,3,2,2,4,2,1
1,2,3884,3,1,5,3,2,2,4,2,1
1,3,3884,6,13,5,3,2,2,4,2,2
1,2,3884,4,102,5,3,2,2,4,2,2
1,2,3884,6,4,5,3,2,2,4,2,2
1,2,3884,4,10,5,3,2,2,4,2,2
1,2,3884,4,19,5,3,2,2,4,2,1
1,1,3884,8,20,5,3,2,2,4,2,2
3,2,3884,4,16,5,3,2,2,4,2,2
2,2,3884,4,10,5,3,2,2,4,2,1
1,2,3884,4,2,5,3,2,2,4,2,1
2,3,3884,6,17,5,3,2,2,4,2,2
1,2,3884,4,20,5,3,2,2,4,2,2
1,1,3884,4,9,5,3,2,2,4,2,1
1,1,3884,3,14,5,3,2,2,4,2,2
1,2,3884,4,21,5,3,2,2,4,2,2
2,2,3884,8,4,5,3,2,2,4,2,2
1,1,3884,6,6,5,3,2,2,4,2,2
1,1,3884,3,6,5,3,2,2,4,2,2
1,3,3884,6,7,5,3,2,2,4,2,2
1,2,3884,4,12,5,3,2,2,4,2,2
1,1,3884,6,3,5,3,2,2,4,2,2
1,2,3884,4,10,5,3,2,2,4,2,2
1,2,3884,4,10,5,3,2,2,4,2,1
1,2,3884,4,2,5,3,2,2,4,2,1
1,2,3884,4,16,5,3,2,2,4,2,1
1,1,3884,6,6,5,3,2,2,4,2,2
1,2,3884,4,15,5,3,2,2,4,2,2
1,2,3884,4,3,5,3,2,2,4,2,1
1,1,3884,3,10,5,3,2,2,4,2,2
1,3,3884,6,15,5,3,2,2,4,2,2
1,2,3884,4,15,5,3,2,2,4,2,2
1,1,3884,6,12,5,3,2,2,4,2,2
1,1,3884,6,11,5,3,2,2,4,2,1
2,2,3884,4,9,5,3,2,2,4,2,2
1,2,3884,9,9,5,3,2,2,4,2,2
1,2,3884,4,42,5,3,2,2,4,2,2
1,2,3884,4,11,5,3,2,2,4,2,1
1,1,3884,6,7,5,3,2,2,4,2,2
1,2,3884,4,3,5,3,2,2,4,2,2
2,2,3884,4,12,5,3,2,2,4,2,1
2,2,3886,1,35,3,2,3,3,3,2,2
1,2,3886,9,60,3,2,3,3,3,2,2
1,2,3886,3,53,3,2,3,3,3,2,2
1,2,3886,3,9,3,2,3,3,3,2,1
2,2,3886,9,21,3,2,3,3,3,2,2
1,2,3886,3,49,3,2,3,3,3,2,2
1,2,3886,9,28,3,2,3,3,3,2,2
2,2,3886,9,16,3,2,3,3,3,2,1
1,2,3886,3,35,3,2,3,3,3,2,2
1,2,3886,3,77,3,2,3,3,3,2,1
1,2,3886,3,7,3,2,3,3,3,2,1
1,2,3886,3,42,3,2,3,3,3,2,1
1,2,3886,3,36,3,2,3,3,3,2,1
2,2,3886,9,24,3,2,3,3,3,2,2
1,2,3886,9,66,3,2,3,3,3,2,1
1,1,3886,9,54,3,2,3,3,3,2,1
1,1,3886,3,21,3,2,3,3,3,2,2
1,1,3886,3,20,3,2,3,3,3,2,1
3,1,3886,3,14,3,2,3,3,3,2,1
2,1,3886,3,75,3,2,3,3,3,2,1
1,1,3886,3,15,3,2,3,3,3,2,1
2,2,3886,9,68,3,2,3,3,3,2,2
1,1,3886,9,1,3,2,3,3,3,2,1
2,1,3886,9,5,3,2,3,3,3,2,1
2,1,3886,3,12,3,2,3,3,3,2,2
1,3,3888,8,5,3,4,2,4,1,3,1
1,3,3888,8,38,3,4,2,4,1,3,1
1,2,3888,8,4,3,4,2,4,1,3,1
1,2,3888,8,4,3,4,2,4,1,3,1
1,2,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,7,3,4,2,4,1,3,1
1,2,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,3,3,4,2,4,1,3,1
1,3,3888,8,18,3,4,2,4,1,3,1
1,3,3888,8,21,3,4,2,4,1,3,1
1,3,3888,8,7,3,4,2,4,1,3,1
1,3,3888,8,7,3,4,2,4,1,3,1
1,3,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,13,3,4,2,4,1,3,1
1,3,3888,8,11,3,4,2,4,1,3,1
1,3,3888,8,22,3,4,2,4,1,3,1
1,3,3888,8,10,3,4,2,4,1,3,1
1,3,3888,8,37,3,4,2,4,1,3,1
1,3,3888,8,6,3,4,2,4,1,3,1
2,3,3888,8,30,3,4,2,4,1,3,1
1,3,3888,8,8,3,4,2,4,1,3,1
1,2,3888,8,15,3,4,2,4,1,3,1
1,1,3888,2,3,3,4,2,4,1,3,2
1,3,3888,8,14,3,4,2,4,1,3,2
1,3,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,13,3,4,2,4,1,3,1
1,3,3888,8,22,3,4,2,4,1,3,1
1,3,3888,8,14,3,4,2,4,1,3,1
1,3,3888,8,4,3,4,2,4,1,3,1
2,2,3888,8,17,3,4,2,4,1,3,1
1,3,3888,8,11,3,4,2,4,1,3,1
1,3,3888,8,21,3,4,2,4,1,3,1
1,3,3888,8,7,3,4,2,4,1,3,1
1,2,3888,8,11,3,4,2,4,1,3,1
2,3,3888,8,6,3,4,2,4,1,3,1
2,2,3888,8,37,3,4,2,4,1,3,1
1,3,3888,8,4,3,4,2,4,1,3,1
2,3,3888,8,7,3,4,2,4,1,3,1
1,3,3888,8,6,3,4,2,4,1,3,1
2,2,3888,8,23,3,4,2,4,1,3,1
1,2,3888,8,16,3,4,2,4,1,3,1
1,2,3888,9,3,3,4,2,4,1,3,2
1,2,3888,8,30,3,4,2,4,1,3,2
1,2,3888,8,7,3,4,2,4,1,3,1
1,2,3888,8,14,3,4,2,4,1,3,1
1,2,3888,8,14,3,4,2,4,1,3,1
1,2,3888,8,21,3,4,2,4,1,3,1
1,2,3888,8,13,3,4,2,4,1,3,1
1,2,3888,8,29,3,4,2,4,1,3,1
1,2,3888,8,21,3,4,2,4,1,3,1
1,2,3888,8,21,3,4,2,4,1,3,1
1,2,3888,8,21,3,4,2,4,1,3,1
1,3,3888,8,21,3,4,2,4,1,3,1
1,3,3888,8,21,3,4,2,4,1,3,1
1,2,3888,8,7,3,4,2,4,1,3,1
1,2,3888,8,3,3,4,2,4,1,3,1
1,2,3888,8,16,3,4,2,4,1,3,1
1,2,3888,8,23,3,4,2,4,1,3,1
1,3,3888,8,7,3,4,2,4,1,3,1
2,2,3888,8,7,3,4,2,4,1,3,1
1,2,3888,8,6,3,4,2,4,1,3,1
1,2,3888,1,22,3,4,2,4,1,3,2
1,2,3888,8,16,3,4,2,4,1,3,2
1,2,3888,8,10,3,4,2,4,1,3,1
1,2,3888,8,10,3,4,2,4,1,3,1
1,2,3888,8,16,3,4,2,4,1,3,1
1,2,3888,8,7,3,4,2,4,1,3,1
1,2,3888,9,33,3,4,2,4,1,3,2
1,2,3888,1,2,3,4,2,4,1,3,2
1,2,3888,8,21,3,4,2,4,1,3,2
1,2,3888,8,21,3,4,2,4,1,3,1
1,2,3888,8,7,3,4,2,4,1,3,1
1,2,3888,8,28,3,4,2,4,1,3,1
1,2,3888,8,4,3,4,2,4,1,3,1
1,2,3891,1,9,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,5,2,2,3,3,1,2,1
1,2,3891,1,8,2,2,3,3,1,2,1
1,2,3891,1,4,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,8,2,2,3,3,1,2,1
2,2,3891,1,8,2,2,3,3,1,2,1
2,2,3891,1,8,2,2,3,3,1,2,1
1,2,3891,1,12,2,2,3,3,1,2,1
1,2,3891,1,10,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,5,2,2,3,3,1,2,1
1,3,3891,1,9,2,2,3,3,1,2,1
1,3,3891,1,4,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,10,2,2,3,3,1,2,1
1,3,3891,1,11,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,5,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,6,2,2,3,3,1,2,1
1,3,3891,1,6,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,9,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,14,2,2,3,3,1,2,1
1,3,3891,1,4,2,2,3,3,1,2,1
2,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,6,2,2,3,3,1,2,1
1,3,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,4,2,2,3,3,1,2,1
1,3,3891,1,10,2,2,3,3,1,2,1
1,3,3891,1,4,2,2,3,3,1,2,1
1,2,3891,1,5,2,2,3,3,1,2,1
2,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,6,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,3,3891,9,27,2,2,3,3,1,2,2
1,3,3891,6,9,2,2,3,3,1,2,2
1,2,3891,1,7,2,2,3,3,1,2,2
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,10,2,2,3,3,1,2,1
1,2,3891,1,6,2,2,3,3,1,2,1
2,2,3891,1,12,2,2,3,3,1,2,1
1,2,3891,1,9,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,6,2,2,3,3,1,2,1
1,3,3891,1,3,2,2,3,3,1,2,1
2,2,3891,1,13,2,2,3,3,1,2,1
1,2,3891,1,3,2,2,3,3,1,2,1
1,2,3891,1,11,2,2,3,3,1,2,1
1,2,3891,1,9,2,2,3,3,1,2,1
1,2,3891,1,4,2,2,3,3,1,2,1
2,2,3891,1,22,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,12,2,2,3,3,1,2,1
1,2,3891,1,6,2,2,3,3,1,2,1
1,3,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,8,2,2,3,3,1,2,1
1,3,3891,1,6,2,2,3,3,1,2,1
1,3,3891,1,4,2,2,3,3,1,2,1
2,2,3891,1,15,2,2,3,3,1,2,1
1,3,3891,6,1,2,2,3,3,1,2,2
2,2,3891,1,7,2,2,3,3,1,2,2
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,13,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,12,2,2,3,3,1,2,1
1,2,3891,1,16,2,2,3,3,1,2,1
1,2,3891,1,4,2,2,3,3,1,2,1
1,2,3891,1,1,2,2,3,3,1,2,1
3,2,3891,1,12,2,2,3,3,1,2,1
1,2,3891,1,12,2,2,3,3,1,2,1
1,2,3891,1,14,2,2,3,3,1,2,1
1,2,3891,1,15,2,2,3,3,1,2,1
1,2,3891,1,2,2,2,3,3,1,2,1
1,2,3891,1,2,2,2,3,3,1,2,1
2,2,3891,1,17,2,2,3,3,1,2,1
1,2,3891,1,3,2,2,3,3,1,2,1
1,2,3891,1,10,2,2,3,3,1,2,1
1,2,3891,1,6,2,2,3,3,1,2,1
1,2,3891,1,10,2,2,3,3,1,2,1
1,2,3891,1,6,2,2,3,3,1,2,1
1,2,3891,1,1,2,2,3,3,1,2,1
1,2,3891,1,10,2,2,3,3,1,2,1
1,2,3891,1,24,2,2,3,3,1,2,1
1,2,3891,1,2,2,2,3,3,1,2,1
3,2,3891,1,19,2,2,3,3,1,2,1
1,2,3891,1,21,2,2,3,3,1,2,1
1,2,3891,1,1,2,2,3,3,1,2,1
1,2,3891,6,13,2,2,3,3,1,2,2
1,2,3891,1,2,2,2,3,3,1,2,2
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,14,2,2,3,3,1,2,1
1,2,3891,1,14,2,2,3,3,1,2,1
1,2,3891,1,4,2,2,3,3,1,2,1
2,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
2,2,3891,1,7,2,2,3,3,1,2,1
2,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,7,2,2,3,3,1,2,1
1,2,3891,1,14,2,2,3,3,1,2,1
1,2,3891,1,10,2,2,3,3,1,2,1
1,2,3891,1,9,2,2,3,3,1,2,1
1,2,3891,1,9,2,2,3,3,1,2,1
1,2,3891,1,3,2,2,3,3,1,2,1
2,2,3891,1,5,2,2,3,3,1,2,1
2,2,3891,1,32,2,2,3,3,1,2,1
1,2,3891,9,3,2,2,3,3,1,2,2
2,3,3897,8,32,5,5,1,1,1,1,1
1,3,3897,6,24,5,5,1,1,1,1,2
1,2,3897,1,64,5,5,1,1,1,1,2
1,2,3897,1,15,5,5,1,1,1,1,1
1,3,3897,8,15,5,5,1,1,1,1,2
1,3,3897,8,42,5,5,1,1,1,1,1
1,1,3897,4,35,5,5,1,1,1,1,2
1,1,3897,9,28,5,5,1,1,1,1,2
1,1,3897,9,37,5,5,1,1,1,1,1
1,1,3897,9,19,5,5,1,1,1,1,1
1,1,3897,9,7,5,5,1,1,1,1,1
1,1,3897,9,3,5,5,1,1,1,1,1
3,1,3897,9,145,5,5,1,1,1,1,1
1,2,3897,9,21,5,5,1,1,1,1,1
1,2,3897,9,14,5,5,1,1,1,1,1
1,2,3897,9,35,5,5,1,1,1,1,1
1,2,3897,9,21,5,5,1,1,1,1,1
1,2,3897,9,28,5,5,1,1,1,1,1
1,1,3897,9,21,5,5,1,1,1,1,1
1,2,3897,9,17,5,5,1,1,1,1,1
1,2,3897,9,18,5,5,1,1,1,1,1
1,2,3897,9,14,5,5,1,1,1,1,1
1,1,3897,9,20,5,5,1,1,1,1,1
1,1,3897,9,106,5,5,1,1,1,1,1
1,2,3897,9,28,5,5,1,1,1,1,1
1,1,3897,9,39,5,5,1,1,1,1,1
2,2,3897,2,13,5,5,1,1,1,1,2
1,2,3897,9,44,5,5,1,1,1,1,2
1,3,3897,9,11,5,5,1,1,1,1,1
1,2,3897,1,11,5,5,1,1,1,1,2
1,2,3897,9,71,5,5,1,1,1,1,2
1,1,3897,9,6,5,5,1,1,1,1,1
1,2,3897,1,6,5,5,1,1,1,1,2
1,3,3898,9,27,3,4,1,3,1,2,1
1,3,3898,9,20,3,4,1,3,1,2,1
1,1,3898,2,20,3,4,1,3,1,2,2
1,1,3898,2,10,3,4,1,3,1,2,1
1,3,3898,2,11,3,4,1,3,1,2,1
1,3,3898,2,35,3,4,1,3,1,2,1
1,3,3898,2,9,3,4,1,3,1,2,1
1,1,3898,2,75,3,4,1,3,1,2,1
1,3,3898,9,6,3,4,1,3,1,2,2
1,3,3898,1,17,3,4,1,3,1,2,2
1,3,3898,1,34,3,4,1,3,1,2,1
1,3,3898,9,20,3,4,1,3,1,2,2
1,3,3898,1,8,3,4,1,3,1,2,2
2,3,3898,1,6,3,4,1,3,1,2,1
1,3,3898,1,1,3,4,1,3,1,2,1
1,3,3898,1,8,3,4,1,3,1,2,1
1,3,3898,9,49,3,4,1,3,1,2,2
1,2,3898,2,42,3,4,1,3,1,2,2
1,3,3898,1,28,3,4,1,3,1,2,2
1,3,3898,1,11,3,4,1,3,1,2,1
1,3,3898,1,6,3,4,1,3,1,2,1
1,3,3898,9,60,3,4,1,3,1,2,2
1,2,3898,2,19,3,4,1,3,1,2,2
1,2,3898,2,24,3,4,1,3,1,2,1
1,2,3898,2,6,3,4,1,3,1,2,1
1,3,3898,1,3,3,4,1,3,1,2,2
2,1,3898,1,3,3,4,1,3,1,2,1
2,1,3898,9,5,3,4,1,3,1,2,2
1,1,3898,1,10,3,4,1,3,1,2,2
1,3,3898,1,13,3,4,1,3,1,2,1
1,3,3898,1,14,3,4,1,3,1,2,1
1,3,3898,1,14,3,4,1,3,1,2,1
1,2,3898,2,8,3,4,1,3,1,2,2
1,3,3898,1,14,3,4,1,3,1,2,2
1,2,3898,1,21,3,4,1,3,1,2,1
1,3,3898,2,14,3,4,1,3,1,2,2
1,3,3898,2,6,3,4,1,3,1,2,1
1,1,3898,2,7,3,4,1,3,1,2,1
1,3,3898,1,8,3,4,1,3,1,2,2
1,2,3898,1,6,3,4,1,3,1,2,1
1,2,3898,1,40,3,4,1,3,1,2,1
1,2,3898,1,10,3,4,1,3,1,2,1
1,2,3898,1,38,3,4,1,3,1,2,1
1,2,3898,1,11,3,4,1,3,1,2,1
1,2,3898,1,3,3,4,1,3,1,2,1
1,2,3898,1,17,3,4,1,3,1,2,1
1,2,3898,1,4,3,4,1,3,1,2,1
1,2,3898,1,14,3,4,1,3,1,2,1
1,2,3898,1,20,3,4,1,3,1,2,1
1,2,3898,1,18,3,4,1,3,1,2,1
1,2,3898,2,7,3,4,1,3,1,2,2
1,2,3898,1,7,3,4,1,3,1,2,2
1,1,3898,2,15,3,4,1,3,1,2,2
1,2,3898,1,13,3,4,1,3,1,2,2
1,2,3898,1,14,3,4,1,3,1,2,1
1,2,3898,1,21,3,4,1,3,1,2,1
1,2,3898,1,4,3,4,1,3,1,2,1
2,2,3898,1,13,3,4,1,3,1,2,1
1,1,3898,2,13,3,4,1,3,1,2,2
1,2,3898,1,8,3,4,1,3,1,2,2
1,2,3898,1,8,3,4,1,3,1,2,1
1,2,3898,9,14,3,4,1,3,1,2,2
1,2,3898,9,30,3,4,1,3,1,2,1
1,2,3898,1,10,3,4,1,3,1,2,2
1,1,3898,9,14,3,4,1,3,1,2,2
1,1,3898,9,8,3,4,1,3,1,2,1
1,1,3898,9,8,3,4,1,3,1,2,1
1,2,3898,9,6,3,4,1,3,1,2,1
1,1,3901,4,18,4,3,3,1,4,3,1
1,1,3901,6,22,4,3,3,1,4,3,2
1,1,3901,6,2,4,3,3,1,4,3,1
1,1,3901,4,10,4,3,3,1,4,3,2
1,1,3901,4,20,4,3,3,1,4,3,1
1,1,3901,4,39,4,3,3,1,4,3,1
2,2,3901,1,15,4,3,3,1,4,3,2
1,1,3901,4,7,4,3,3,1,4,3,2
1,2,3901,1,90,4,3,3,1,4,3,2
1,1,3901,6,5,4,3,3,1,4,3,2
1,2,3901,4,43,4,3,3,1,4,3,2
1,1,3901,1,9,4,3,3,1,4,3,2
1,1,3901,1,145,4,3,3,1,4,3,1
1,1,3901,6,17,4,3,3,1,4,3,2
1,1,3901,5,55,4,3,3,1,4,3,2
1,2,3901,6,18,4,3,3,1,4,3,2
3,2,3901,1,90,4,3,3,1,4,3,2
1,2,3901,1,36,4,3,3,1,4,3,1
1,1,3901,6,36,4,3,3,1,4,3,2
1,3,3901,5,6,4,3,3,1,4,3,2
1,3,3901,9,36,4,3,3,1,4,3,2
1,1,3901,9,29,4,3,3,1,4,3,1
1,2,3901,1,14,4,3,3,1,4,3,2
1,1,3901,7,14,4,3,3,1,4,3,2
1,1,3901,7,40,4,3,3,1,4,3,1
1,2,3901,6,51,4,3,3,1,4,3,2
1,1,3901,6,48,4,3,3,1,4,3,1
1,2,3901,8,21,4,3,3,1,4,3,2
1,3,3903,8,35,5,1,1,2,2,1,2
1,1,3903,8,50,5,1,1,2,2,1,1
1,2,3903,9,6,5,1,1,2,2,1,2
1,3,3903,8,14,5,1,1,2,2,1,2
1,2,3903,7,26,5,1,1,2,2,1,2
1,3,3903,7,15,5,1,1,2,2,1,1
1,3,3903,8,8,5,1,1,2,2,1,2
2,3,3903,7,14,5,1,1,2,2,1,2
1,3,3903,7,7,5,1,1,2,2,1,1
1,3,3903,7,28,5,1,1,2,2,1,1
1,3,3903,7,41,5,1,1,2,2,1,1
1,3,3903,7,26,5,1,1,2,2,1,1
1,3,3903,8,24,5,1,1,2,2,1,2
1,3,3903,7,28,5,1,1,2,2,1,2
1,2,3903,7,7,5,1,1,2,2,1,1
1,3,3903,8,21,5,1,1,2,2,1,2
1,3,3903,8,21,5,1,1,2,2,1,1
1,3,3903,8,26,5,1,1,2,2,1,1
1,3,3903,8,14,5,1,1,2,2,1,1
1,3,3903,8,16,5,1,1,2,2,1,1
1,3,3903,7,56,5,1,1,2,2,1,2
1,3,3903,7,14,5,1,1,2,2,1,1
1,3,3903,8,21,5,1,1,2,2,1,2
1,3,3903,7,14,5,1,1,2,2,1,2
1,2,3903,7,13,5,1,1,2,2,1,1
1,3,3903,7,8,5,1,1,2,2,1,1
1,3,3903,7,21,5,1,1,2,2,1,1
1,3,3903,7,33,5,1,1,2,2,1,1
1,3,3903,7,16,5,1,1,2,2,1,1
1,3,3903,8,42,5,1,1,2,2,1,2
1,3,3903,8,32,5,1,1,2,2,1,1
1,3,3903,9,24,5,1,1,2,2,1,2
1,3,3903,9,7,5,1,1,2,2,1,1
1,3,3903,8,14,5,1,1,2,2,1,2
1,3,3903,9,21,5,1,1,2,2,1,2
1,3,3903,9,7,5,1,1,2,2,1,1
1,3,3903,9,14,5,1,1,2,2,1,1
1,3,3903,9,5,5,1,1,2,2,1,1
1,3,3903,9,29,5,1,1,2,2,1,1
1,3,3903,9,15,5,1,1,2,2,1,1
1,3,3903,9,14,5,1,1,2,2,1,1
1,3,3903,9,7,5,1,1,2,2,1,1
1,3,3903,9,28,5,1,1,2,2,1,1
1,3,3903,9,7,5,1,1,2,2,1,1
1,3,3903,9,7,5,1,1,2,2,1,1
1,3,3903,9,14,5,1,1,2,2,1,1
1,3,3903,9,14,5,1,1,2,2,1,1
1,3,3903,9,18,5,1,1,2,2,1,1
1,2,3903,9,31,5,1,1,2,2,1,1
1,3,3903,9,14,5,1,1,2,2,1,1
1,2,3903,9,12,5,1,1,2,2,1,1
1,3,3903,9,24,5,1,1,2,2,1,1
1,2,3903,8,11,5,1,1,2,2,1,2
1,2,3903,8,9,5,1,1,2,2,1,1
1,3,3903,9,14,5,1,1,2,2,1,2
1,2,3909,5,28,4,3,3,4,1,1,1
1,2,3909,5,14,4,3,3,4,1,1,1
1,2,3909,5,7,4,3,3,4,1,1,1
1,2,3909,6,21,4,3,3,4,1,1,2
1,3,3909,6,7,4,3,3,4,1,1,1
1,3,3909,6,28,4,3,3,4,1,1,1
1,3,3909,6,28,4,3,3,4,1,1,1
1,3,3909,5,14,4,3,3,4,1,1,2
1,3,3909,5,19,4,3,3,4,1,1,1
1,3,3909,6,9,4,3,3,4,1,1,2
1,3,3909,6,7,4,3,3,4,1,1,1
1,3,3909,6,5,4,3,3,4,1,1,1
1,3,3909,5,9,4,3,3,4,1,1,2
1,3,3909,5,7,4,3,3,4,1,1,1
1,3,3909,6,5,4,3,3,4,1,1,2
1,3,3909,5,16,4,3,3,4,1,1,2
